gw,mesh,mode,sensorSF,meshSF,total_sent,total_rcv,total_drop,total_rcv_correct,total_rcv_started,total_collision,radio_der_pct,collision_pct,der_pct,sensitivity_loss_pct,collision_loss_pct
2,1,MIN,10,12,140,71,0,71,280,0,25.357142857142854,0.0,50.71428571428571,-100.0,0.0
2,1,MIN,11,7,140,91,0,91,280,0,32.5,0.0,65.0,-100.0,0.0
2,1,MIN,11,8,140,79,0,79,280,0,28.214285714285715,0.0,56.42857142857143,-100.0,0.0
2,1,MIN,11,9,140,86,0,86,280,0,30.714285714285715,0.0,61.42857142857143,-100.0,0.0
2,1,MIN,11,10,140,91,0,91,280,0,32.5,0.0,65.0,-100.0,0.0
2,1,MIN,11,11,140,86,0,86,280,0,30.714285714285715,0.0,61.42857142857143,-100.0,0.0
2,1,MIN,11,12,140,90,0,90,280,0,32.142857142857146,0.0,64.28571428571429,-100.0,0.0
2,1,MIN,7,10,140,34,0,34,280,0,12.142857142857142,0.0,24.285714285714285,-100.0,0.0
2,1,MIN,12,7,140,150,0,150,280,0,53.57142857142857,0.0,107.14285714285714,-100.0,0.0
2,1,MIN,12,8,140,144,0,144,280,0,51.42857142857142,0.0,102.85714285714285,-100.0,0.0
2,1,MIN,12,9,140,158,0,158,280,0,56.42857142857143,0.0,112.85714285714286,-100.0,0.0
2,1,MIN,12,10,140,144,0,144,280,0,51.42857142857142,0.0,102.85714285714285,-100.0,0.0
2,1,MIN,12,11,140,153,0,153,280,0,54.64285714285714,0.0,109.28571428571428,-100.0,0.0
2,1,MIN,12,12,140,150,0,150,280,0,53.57142857142857,0.0,107.14285714285714,-100.0,0.0
2,1,MIN,7,11,140,31,0,31,280,0,11.071428571428571,0.0,22.142857142857142,-100.0,0.0
2,1,MIN,7,12,140,24,0,24,280,0,8.571428571428571,0.0,17.142857142857142,-100.0,0.0
2,1,MIN,8,7,140,36,0,36,280,0,12.857142857142856,0.0,25.71428571428571,-100.0,0.0
2,1,MIN,8,8,140,33,0,33,280,0,11.785714285714285,0.0,23.57142857142857,-100.0,0.0
2,1,MIN,8,9,140,41,0,41,280,0,14.642857142857144,0.0,29.28571428571429,-100.0,0.0
2,1,MIN,8,10,140,44,0,44,280,0,15.714285714285714,0.0,31.428571428571427,-100.0,0.0
2,2,MAX,7,7,140,30,0,30,280,0,10.714285714285714,0.0,21.428571428571427,-100.0,0.0
2,2,MAX,7,8,140,26,0,26,280,0,9.285714285714286,0.0,18.571428571428573,-100.0,0.0
2,2,MAX,8,11,140,42,0,42,280,0,15.0,0.0,30.0,-100.0,0.0
2,2,MAX,8,12,140,36,0,36,280,0,12.857142857142856,0.0,25.71428571428571,-100.0,0.0
2,2,MAX,9,7,140,47,0,47,280,0,16.785714285714285,0.0,33.57142857142857,-100.0,0.0
2,2,MAX,9,8,140,53,0,53,280,0,18.928571428571427,0.0,37.857142857142854,-100.0,0.0
2,2,MAX,9,9,140,45,0,45,280,0,16.071428571428573,0.0,32.142857142857146,-100.0,0.0
2,2,MAX,9,10,140,48,0,48,280,0,17.142857142857142,0.0,34.285714285714285,-100.0,0.0
2,2,MAX,9,11,140,44,0,44,280,0,15.714285714285714,0.0,31.428571428571427,-100.0,0.0
2,2,MAX,9,12,140,47,0,47,280,0,16.785714285714285,0.0,33.57142857142857,-100.0,0.0
2,2,MAX,10,7,140,69,0,69,280,0,24.642857142857146,0.0,49.28571428571429,-100.0,0.0
2,2,MAX,10,8,140,63,0,63,280,0,22.5,0.0,45.0,-100.0,0.0
2,2,MAX,7,9,140,30,0,30,280,0,10.714285714285714,0.0,21.428571428571427,-100.0,0.0
2,2,MAX,10,9,140,65,0,65,280,0,23.214285714285715,0.0,46.42857142857143,-100.0,0.0
2,2,MAX,10,10,140,60,0,60,280,0,21.428571428571427,0.0,42.857142857142854,-100.0,0.0
2,2,MAX,10,11,140,55,0,55,280,0,19.642857142857142,0.0,39.285714285714285,-100.0,0.0
2,2,MAX,10,12,140,53,0,53,280,0,18.928571428571427,0.0,37.857142857142854,-100.0,0.0
2,2,MAX,11,7,140,64,0,64,280,0,22.857142857142858,0.0,45.714285714285715,-100.0,0.0
2,2,MAX,11,8,140,77,0,77,280,0,27.500000000000004,0.0,55.00000000000001,-100.0,0.0
2,2,MAX,11,9,140,75,0,75,280,0,26.785714285714285,0.0,53.57142857142857,-100.0,0.0
2,2,MAX,11,10,140,64,0,64,280,0,22.857142857142858,0.0,45.714285714285715,-100.0,0.0
2,2,MAX,11,11,140,74,0,74,280,0,26.42857142857143,0.0,52.85714285714286,-100.0,0.0
2,2,MAX,11,12,140,70,0,70,280,0,25.0,0.0,50.0,-100.0,0.0
2,2,MAX,7,10,140,26,0,26,280,0,9.285714285714286,0.0,18.571428571428573,-100.0,0.0
2,2,MAX,12,7,140,100,0,100,280,0,35.714285714285715,0.0,71.42857142857143,-100.0,0.0
2,2,MAX,12,8,140,104,0,104,280,0,37.142857142857146,0.0,74.28571428571429,-100.0,0.0
2,2,MAX,12,9,140,98,0,98,280,0,35.0,0.0,70.0,-100.0,0.0
2,2,MAX,12,10,140,96,0,96,280,0,34.285714285714285,0.0,68.57142857142857,-100.0,0.0
2,2,MAX,12,11,140,106,0,106,280,0,37.857142857142854,0.0,75.71428571428571,-100.0,0.0
2,2,MAX,12,12,140,106,0,106,280,0,37.857142857142854,0.0,75.71428571428571,-100.0,0.0
2,2,MAX,7,11,140,25,0,25,280,0,8.928571428571429,0.0,17.857142857142858,-100.0,0.0
2,2,MAX,7,12,140,31,0,31,280,0,11.071428571428571,0.0,22.142857142857142,-100.0,0.0
2,2,MAX,8,7,140,36,0,36,280,0,12.857142857142856,0.0,25.71428571428571,-100.0,0.0
2,2,MAX,8,8,140,40,0,40,280,0,14.285714285714285,0.0,28.57142857142857,-100.0,0.0
2,2,MAX,8,9,140,39,0,39,280,0,13.928571428571429,0.0,27.857142857142858,-100.0,0.0
2,2,MAX,8,10,140,34,0,34,280,0,12.142857142857142,0.0,24.285714285714285,-100.0,0.0
2,2,MIN,7,7,140,30,0,30,280,0,10.714285714285714,0.0,21.428571428571427,-100.0,0.0
2,2,MIN,7,8,140,26,0,26,280,0,9.285714285714286,0.0,18.571428571428573,-100.0,0.0
2,2,MIN,8,11,140,42,0,42,280,0,15.0,0.0,30.0,-100.0,0.0
2,2,MIN,8,12,140,36,0,36,280,0,12.857142857142856,0.0,25.71428571428571,-100.0,0.0
2,2,MIN,9,7,140,47,0,47,280,0,16.785714285714285,0.0,33.57142857142857,-100.0,0.0
2,2,MIN,9,8,140,53,0,53,280,0,18.928571428571427,0.0,37.857142857142854,-100.0,0.0
2,2,MIN,9,9,140,45,0,45,280,0,16.071428571428573,0.0,32.142857142857146,-100.0,0.0
2,2,MIN,9,10,140,49,0,49,280,0,17.5,0.0,35.0,-100.0,0.0
2,2,MIN,9,11,140,45,0,45,280,0,16.071428571428573,0.0,32.142857142857146,-100.0,0.0
2,2,MIN,9,12,140,47,0,47,280,0,16.785714285714285,0.0,33.57142857142857,-100.0,0.0
2,2,MIN,10,7,140,70,0,70,280,0,25.0,0.0,50.0,-100.0,0.0
2,2,MIN,10,8,140,63,0,63,280,0,22.5,0.0,45.0,-100.0,0.0
2,2,MIN,7,9,140,30,0,30,280,0,10.714285714285714,0.0,21.428571428571427,-100.0,0.0
2,2,MIN,10,9,140,65,0,65,280,0,23.214285714285715,0.0,46.42857142857143,-100.0,0.0
2,2,MIN,10,10,140,61,0,61,280,0,21.785714285714285,0.0,43.57142857142857,-100.0,0.0
2,2,MIN,10,11,140,55,0,55,280,0,19.642857142857142,0.0,39.285714285714285,-100.0,0.0
