gw,mesh,mode,sensorSF,meshSF,total_sent,total_rcv,total_drop,der_pct,total_rcv_started,total_rcv_correct,total_collision,radio_der_pct,collision_pct
3,3,MAX,9,7,4224,2970,0,70.3125,12672,2970,6702,23.4375,52.88825757575758
3,3,MAX,9,8,2816,1980,0,70.3125,8448,1980,4468,23.4375,52.88825757575758
3,3,MAX,9,9,4224,2970,0,70.3125,12672,2970,6702,23.4375,52.88825757575758
3,3,MIN,10,10,2136,2784,0,130.3370786516854,6408,2784,3624,43.445692883895134,56.55430711610487
3,3,MIN,10,11,2113,2784,0,131.75579744439185,6408,2784,3624,43.445692883895134,56.55430711610487
3,3,MIN,10,12,2136,2784,0,130.3370786516854,6408,2784,3624,43.445692883895134,56.55430711610487
3,3,MIN,10,7,2136,2784,0,130.3370786516854,6408,2784,3624,43.445692883895134,56.55430711610487
3,3,MIN,10,8,2136,2784,0,130.3370786516854,6408,2784,3624,43.445692883895134,56.55430711610487
3,3,MIN,10,9,2136,2784,0,130.3370786516854,6408,2784,3624,43.445692883895134,56.55430711610487
3,3,MIN,11,10,1092,3060,0,280.2197802197802,3276,3060,216,93.4065934065934,6.593406593406594
3,3,MIN,11,11,1092,3060,0,280.2197802197802,3276,3060,216,93.4065934065934,6.593406593406594
3,3,MIN,11,12,1092,3060,0,280.2197802197802,3276,3060,216,93.4065934065934,6.593406593406594
3,3,MIN,11,7,1092,3060,0,280.2197802197802,3276,3060,216,93.4065934065934,6.593406593406594
3,3,MIN,11,8,1092,3060,0,280.2197802197802,3276,3060,216,93.4065934065934,6.593406593406594
3,3,MIN,11,9,1092,3060,0,280.2197802197802,3276,3060,216,93.4065934065934,6.593406593406594
3,3,MIN,12,10,630,1890,0,300.0,1890,1890,0,100.0,0.0
3,3,MIN,12,11,630,1680,0,266.66666666666663,1890,1890,0,100.0,0.0
3,3,MIN,12,12,630,1890,0,300.0,1890,1890,0,100.0,0.0
3,3,MIN,12,7,630,1680,0,266.66666666666663,1890,1890,0,100.0,0.0
3,3,MIN,12,8,630,1680,0,266.66666666666663,1890,1890,0,100.0,0.0
3,3,MIN,12,9,630,1680,0,266.66666666666663,1890,1890,0,100.0,0.0
3,3,MIN,7,10,13269,30537,0,230.1379154420077,39807,30537,846,76.71263848066923,2.125254352249604
3,3,MIN,7,11,13269,30537,0,230.1379154420077,39807,30537,846,76.71263848066923,2.125254352249604
3,3,MIN,7,12,13269,30537,0,230.1379154420077,39807,30537,846,76.71263848066923,2.125254352249604
3,3,MIN,7,7,13269,30537,0,230.1379154420077,39807,30537,846,76.71263848066923,2.125254352249604
3,3,MIN,7,8,13269,30537,0,230.1379154420077,39807,30537,846,76.71263848066923,2.125254352249604
3,3,MIN,7,9,13269,30537,0,230.1379154420077,39807,30537,846,76.71263848066923,2.125254352249604
3,3,MIN,8,10,7182,3045,0,42.39766081871345,22275,3045,19230,13.670033670033671,86.32996632996634
3,3,MIN,8,11,4950,2030,0,41.01010101010101,14850,2030,12820,13.670033670033671,86.32996632996634
3,3,MIN,8,12,7346,3045,0,41.451129866594066,22275,3045,19230,13.670033670033671,86.32996632996634
3,3,MIN,8,7,7346,3045,0,41.451129866594066,22275,3045,19230,13.670033670033671,86.32996632996634
3,3,MIN,8,8,7425,3045,0,41.01010101010101,22275,3045,19230,13.670033670033671,86.32996632996634
3,3,MIN,8,9,7425,3045,0,41.01010101010101,22275,3045,19230,13.670033670033671,86.32996632996634
3,3,MIN,9,10,4224,3315,0,78.48011363636364,12672,3315,9357,26.16003787878788,73.83996212121212
3,3,MIN,9,11,4224,3315,0,78.48011363636364,12672,3315,9357,26.16003787878788,73.83996212121212
3,3,MIN,9,12,4224,3315,0,78.48011363636364,12672,3315,9357,26.16003787878788,73.83996212121212
3,3,MIN,9,7,2816,2210,0,78.48011363636364,8448,2210,6238,26.16003787878788,73.83996212121212
3,3,MIN,9,8,4176,3315,0,79.38218390804597,12672,3315,9357,26.16003787878788,73.83996212121212
3,3,MIN,9,9,4224,3315,0,78.48011363636364,12672,3315,9357,26.16003787878788,73.83996212121212
3,4,MAX,10,10,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,4,MAX,10,11,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,4,MAX,10,12,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,4,MAX,10,7,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,4,MAX,10,8,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,4,MAX,10,9,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,4,MAX,11,10,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,4,MAX,11,11,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,4,MAX,11,12,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,4,MAX,11,7,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,4,MAX,11,8,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,4,MAX,11,9,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,4,MAX,12,10,210,490,0,233.33333333333334,630,490,0,77.77777777777779,0.0
3,4,MAX,12,11,210,490,0,233.33333333333334,630,490,0,77.77777777777779,0.0
3,4,MAX,12,12,210,490,0,233.33333333333334,630,490,0,77.77777777777779,0.0
3,4,MAX,12,7,210,490,0,233.33333333333334,630,490,0,77.77777777777779,0.0
3,4,MAX,12,8,210,490,0,233.33333333333334,630,490,0,77.77777777777779,0.0
3,4,MAX,12,9,210,490,0,233.33333333333334,630,490,0,77.77777777777779,0.0
3,4,MAX,7,10,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,4,MAX,7,11,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,4,MAX,7,12,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,4,MAX,7,7,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,4,MAX,7,8,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,4,MAX,7,9,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,4,MAX,8,10,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,4,MAX,8,11,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,4,MAX,8,12,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,4,MAX,8,7,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,4,MAX,8,8,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,4,MAX,8,9,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,4,MAX,9,10,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,4,MAX,9,11,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,4,MAX,9,12,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,4,MAX,9,7,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,4,MAX,9,8,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,4,MAX,9,9,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,4,MIN,10,10,2136,2784,0,130.3370786516854,6408,2784,3624,43.445692883895134,56.55430711610487
3,4,MIN,10,11,2136,2784,0,130.3370786516854,5696,2784,3624,48.87640449438202,63.62359550561798
3,4,MIN,10,12,2136,2784,0,130.3370786516854,6408,2784,3624,43.445692883895134,56.55430711610487
3,4,MIN,10,7,2112,2784,0,131.8181818181818,6408,2784,3624,43.445692883895134,56.55430711610487
3,4,MIN,10,8,2136,2784,0,130.3370786516854,6408,2784,3624,43.445692883895134,56.55430711610487
3,4,MIN,10,9,2136,2784,0,130.3370786516854,6408,2784,3624,43.445692883895134,56.55430711610487
3,4,MIN,11,10,1092,3024,0,276.9230769230769,3276,3024,252,92.3076923076923,7.6923076923076925
3,4,MIN,11,11,1092,3024,0,276.9230769230769,3276,3024,252,92.3076923076923,7.6923076923076925
3,4,MIN,11,12,1092,3024,0,276.9230769230769,3276,3024,252,92.3076923076923,7.6923076923076925
3,4,MIN,11,7,1092,3024,0,276.9230769230769,3276,3024,252,92.3076923076923,7.6923076923076925
3,4,MIN,11,8,1092,3024,0,276.9230769230769,3276,3024,252,92.3076923076923,7.6923076923076925
3,4,MIN,11,9,1092,3024,0,276.9230769230769,3276,3024,252,92.3076923076923,7.6923076923076925
3,4,MIN,12,10,630,1890,0,300.0,1890,1890,0,100.0,0.0
3,4,MIN,12,11,623,1890,0,303.3707865168539,1890,1890,0,100.0,0.0
3,4,MIN,12,12,623,1890,0,303.3707865168539,1890,1890,0,100.0,0.0
3,4,MIN,12,7,630,1890,0,300.0,1890,1890,0,100.0,0.0
3,4,MIN,12,8,630,1890,0,300.0,1890,1890,0,100.0,0.0
3,4,MIN,12,9,630,1890,0,300.0,1890,1890,0,100.0,0.0
3,4,MIN,7,10,13269,30537,0,230.1379154420077,39807,30537,846,76.71263848066923,2.125254352249604
3,4,MIN,7,11,4423,10179,0,230.1379154420077,13269,10179,282,76.71263848066923,2.125254352249604
3,4,MIN,7,12,4423,10179,0,230.1379154420077,13269,10179,282,76.71263848066923,2.125254352249604
3,4,MIN,7,7,13269,30537,0,230.1379154420077,39807,30537,846,76.71263848066923,2.125254352249604
3,4,MIN,7,8,13269,30537,0,230.1379154420077,39807,30537,846,76.71263848066923,2.125254352249604
3,4,MIN,7,9,13269,30537,0,230.1379154420077,39807,30537,846,76.71263848066923,2.125254352249604
3,4,MIN,8,10,7425,3027,0,40.76767676767677,22275,3027,18219,13.58922558922559,81.79124579124579
3,4,MIN,8,11,7425,3027,0,40.76767676767677,22275,3027,18219,13.58922558922559,81.79124579124579
3,4,MIN,8,12,7425,3027,0,40.76767676767677,22275,3027,18219,13.58922558922559,81.79124579124579
3,4,MIN,8,7,2475,1009,0,40.76767676767677,7425,1009,6073,13.58922558922559,81.79124579124579
3,4,MIN,8,8,2475,1009,0,40.76767676767677,7425,1009,6073,13.58922558922559,81.79124579124579
3,4,MIN,8,9,7425,3027,0,40.76767676767677,22275,3027,18219,13.58922558922559,81.79124579124579
3,4,MIN,9,10,4224,3033,0,71.80397727272727,12672,3033,9639,23.93465909090909,76.0653409090909
3,4,MIN,9,11,4224,3033,0,71.80397727272727,12672,3033,9639,23.93465909090909,76.0653409090909
3,4,MIN,9,12,4224,3033,0,71.80397727272727,12672,3033,9639,23.93465909090909,76.0653409090909
3,4,MIN,9,7,4224,3033,0,71.80397727272727,12672,3033,9639,23.93465909090909,76.0653409090909
3,4,MIN,9,8,4224,3033,0,71.80397727272727,12672,3033,9639,23.93465909090909,76.0653409090909
3,4,MIN,9,9,4224,3033,0,71.80397727272727,12672,3033,9639,23.93465909090909,76.0653409090909
3,5,MAX,10,10,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,5,MAX,10,11,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,5,MAX,10,12,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,5,MAX,10,7,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,5,MAX,10,8,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,5,MAX,10,9,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,5,MAX,11,10,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,5,MAX,11,11,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,5,MAX,11,12,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,5,MAX,11,7,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,5,MAX,11,8,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,5,MAX,11,9,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,5,MAX,12,10,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,5,MAX,12,11,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,5,MAX,12,12,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,5,MAX,12,7,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,5,MAX,12,8,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,5,MAX,12,9,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,5,MAX,7,10,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,5,MAX,7,11,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,5,MAX,7,12,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,5,MAX,7,7,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,5,MAX,7,8,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,5,MAX,7,9,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,5,MAX,8,10,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,5,MAX,8,11,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,5,MAX,8,12,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,5,MAX,8,7,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,5,MAX,8,8,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,5,MAX,8,9,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,5,MAX,9,10,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,5,MAX,9,11,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,5,MAX,9,12,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,5,MAX,9,7,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,5,MAX,9,8,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,5,MAX,9,9,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,5,MIN,10,10,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,5,MIN,10,11,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,5,MIN,10,12,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,5,MIN,10,7,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,5,MIN,10,8,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,5,MIN,10,9,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,5,MIN,11,10,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,5,MIN,11,11,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,5,MIN,11,12,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,5,MIN,11,7,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,5,MIN,11,8,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,5,MIN,11,9,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,5,MIN,12,10,210,630,0,300.0,630,630,0,100.0,0.0
3,5,MIN,12,11,210,630,0,300.0,630,630,0,100.0,0.0
3,5,MIN,12,12,210,630,0,300.0,630,630,0,100.0,0.0
3,5,MIN,12,7,210,630,0,300.0,630,630,0,100.0,0.0
3,5,MIN,12,8,210,630,0,300.0,630,630,0,100.0,0.0
3,5,MIN,12,9,210,630,0,300.0,630,630,0,100.0,0.0
3,5,MIN,7,10,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,5,MIN,7,11,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,5,MIN,7,12,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,5,MIN,7,7,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,5,MIN,7,8,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,5,MIN,7,9,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,5,MIN,8,10,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,5,MIN,8,11,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,5,MIN,8,12,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,5,MIN,8,7,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,5,MIN,8,8,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,5,MIN,8,9,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,5,MIN,9,10,1408,1011,0,71.80397727272727,4224,1011,3213,23.93465909090909,76.0653409090909
3,5,MIN,9,11,1408,1011,0,71.80397727272727,4224,1011,3213,23.93465909090909,76.0653409090909
3,5,MIN,9,12,1408,1011,0,71.80397727272727,4224,1011,3213,23.93465909090909,76.0653409090909
3,5,MIN,9,7,1408,1011,0,71.80397727272727,4224,1011,3213,23.93465909090909,76.0653409090909
3,5,MIN,9,8,1408,1011,0,71.80397727272727,4224,1011,3213,23.93465909090909,76.0653409090909
3,5,MIN,9,9,1408,1011,0,71.80397727272727,4224,1011,3213,23.93465909090909,76.0653409090909
3,6,MAX,10,10,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,6,MAX,10,11,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,6,MAX,10,12,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,6,MAX,10,7,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,6,MAX,10,8,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,6,MAX,10,9,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,6,MAX,11,10,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,6,MAX,11,11,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,6,MAX,11,12,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,6,MAX,11,7,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,6,MAX,11,8,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,6,MAX,11,9,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,6,MAX,12,10,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,6,MAX,12,11,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,6,MAX,12,12,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,6,MAX,12,7,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,6,MAX,12,8,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,6,MAX,12,9,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,6,MAX,7,10,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,6,MAX,7,11,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,6,MAX,7,12,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,6,MAX,7,7,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,6,MAX,7,8,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,6,MAX,7,9,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,6,MAX,8,10,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,6,MAX,8,11,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,6,MAX,8,12,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,6,MAX,8,7,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,6,MAX,8,8,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,6,MAX,8,9,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,6,MAX,9,10,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,6,MAX,9,11,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,6,MAX,9,12,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,6,MAX,9,7,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,6,MAX,9,8,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,6,MAX,9,9,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,6,MIN,10,10,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,6,MIN,10,11,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,6,MIN,10,12,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,6,MIN,10,7,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,6,MIN,10,8,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,6,MIN,10,9,712,928,0,130.3370786516854,2136,928,1208,43.445692883895134,56.55430711610487
3,6,MIN,11,10,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,6,MIN,11,11,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,6,MIN,11,12,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,6,MIN,11,7,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,6,MIN,11,8,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,6,MIN,11,9,364,996,0,273.6263736263736,1092,996,96,91.20879120879121,8.791208791208792
3,6,MIN,12,10,210,630,0,300.0,630,630,0,100.0,0.0
3,6,MIN,12,11,210,630,0,300.0,630,630,0,100.0,0.0
3,6,MIN,12,12,210,630,0,300.0,630,630,0,100.0,0.0
3,6,MIN,12,7,210,630,0,300.0,630,630,0,100.0,0.0
3,6,MIN,12,8,210,630,0,300.0,630,630,0,100.0,0.0
3,6,MIN,12,9,210,630,0,300.0,630,630,0,100.0,0.0
3,6,MIN,7,10,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,6,MIN,7,11,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,6,MIN,7,12,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,6,MIN,7,7,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,6,MIN,7,8,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,6,MIN,7,9,4423,10038,0,226.95003391363326,13269,10038,423,75.65001130454444,3.187881528374407
3,6,MIN,8,10,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,6,MIN,8,11,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,6,MIN,8,12,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,6,MIN,8,7,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,6,MIN,8,8,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,6,MIN,8,9,2475,1007,0,40.686868686868685,7425,1007,6075,13.562289562289562,81.81818181818183
3,6,MIN,9,10,1408,1004,0,71.30681818181817,4224,1004,2890,23.768939393939394,68.41856060606061
3,6,MIN,9,11,1408,1004,0,71.30681818181817,4224,1004,2890,23.768939393939394,68.41856060606061
3,6,MIN,9,12,1408,1004,0,71.30681818181817,4224,1004,2890,23.768939393939394,68.41856060606061
3,6,MIN,9,7,1408,1004,0,71.30681818181817,4224,1004,2890,23.768939393939394,68.41856060606061
3,6,MIN,9,8,1408,1004,0,71.30681818181817,4224,1004,2890,23.768939393939394,68.41856060606061
3,6,MIN,9,9,1408,1004,0,71.30681818181817,4224,1004,2890,23.768939393939394,68.41856060606061
3,7,MAX,10,10,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,7,MAX,10,11,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,7,MAX,10,12,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,7,MAX,10,7,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,7,MAX,10,8,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,7,MAX,10,9,712,712,0,100.0,2136,712,606,33.33333333333333,28.370786516853936
3,7,MAX,11,10,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,7,MAX,11,11,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,7,MAX,11,12,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,7,MAX,11,7,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,7,MAX,11,8,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,7,MAX,11,9,364,364,0,100.0,1092,364,48,33.33333333333333,4.395604395604396
3,7,MAX,12,10,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,7,MAX,12,11,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,7,MAX,12,12,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,7,MAX,12,7,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,7,MAX,12,8,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,7,MAX,12,9,210,210,0,100.0,630,210,0,33.33333333333333,0.0
3,7,MAX,7,10,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,7,MAX,7,11,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,7,MAX,7,12,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,7,MAX,7,7,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,7,MAX,7,8,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,7,MAX,7,9,4423,4423,0,100.0,13269,4423,282,33.33333333333333,2.125254352249604
3,7,MAX,8,10,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,7,MAX,8,11,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,7,MAX,8,12,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,7,MAX,8,7,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,7,MAX,8,8,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,7,MAX,8,9,2475,999,0,40.36363636363636,7425,999,5407,13.454545454545455,72.82154882154882
3,7,MAX,9,10,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,7,MAX,9,11,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,7,MAX,9,12,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,7,MAX,9,7,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,7,MAX,9,8,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
3,7,MAX,9,9,1408,990,0,70.3125,4224,990,2234,23.4375,52.88825757575758
